key	value	YENİSİ
103.sura.6.verses.80	His people argued with him. He said, “Do you argue with me about GOD, after He has guided me? I have no fear of the idols you set up. Nothing can happen to me, unless my Lord wills it. My Lord’s knowledge encompasses all things. Would you not take heed?	Halkı onunla tartıştı. Dedi ki: “O bana rehberlik ettikten sonra benimle TANRI hakkında mı tartışıyorsunuz? Ben edindiğiniz putlardan korkmam. Rabbim irade etmedikçe benim başıma hiçbir şey gelemez. Rabbimin bilgisi her şeyi kuşatır. Dikkate almayacak mısınız?
103.sura.6.verses.81	“Why should I fear your idols? It is you who should be afraid, since you worship instead of GOD idols that are utterly powerless to help you. Which side is more deserving of security, if you know?” 	“Putlarınızdan neden korkmalıymışım ki? Korkması gerekenler sizlersiniz, çünkü siz, TANRI yerine size yardım etmeye bütünüyle güçsüz putlara tapıyorsunuz. Hangi taraf güvende olmaya daha layıktır, eğer biliyorsanız?”
103.sura.6.verses.82	Those who believe, and do not pollute their belief with idol worship, have deserved the perfect security, and they are truly guided.	İnananlar ve inancını puta tapmayla kirletmeyenler mükemmel güvenliği hak etmişlerdir ve onlar tam olarak hidayete ermişlerdir.
103.sura.6.verses.83	Such was our argument, with which we supported Abraham against his people. We exalt whomever we will to higher ranks. Your Lord is Most Wise, Omniscient.	
103.sura.6.verses.84	And we granted him Isaac and Jacob, and we guided both of them. Similarly, we guided Noah before that, and from his descendants (we guided) David, Solomon, Job, Joseph, Moses, and Aaron. We thus reward the righteous.	Ve biz ona İshak’ı ve Yakup’u bahşettik ve her ikisine de rehberlik ettik. Aynı şekilde ondan önce Nuh’a da rehberlik ettik ve onun soyundan Davut’a, Süleyman’a, Eyüp’e, Yusuf’a, Musa’ya ve Harun’a (rehberlik ettik). Biz böylece doğru kimseleri ödüllendiririz.
103.sura.6.verses.85	Also, Zachariah, John, Jesus, and Elias; all were righteous.	Zekeriya’ya, Yahya’ya, İsa’ya ve İlyas’a da; hepsi doğru kimselerdi.
103.sura.6.verses.86	And Ismail, Elisha, Jonah, and Lot; each of these we distinguished over all the people.	Ve İsmail’e, Elişa’ya, Yunus’a ve Lut’a; bunların her birini bütün insanlar üzerinde öne çıkardık.
103.sura.6.verses.87	From among their ancestors, their descendants, and their siblings, we chose many, and we guided them in a straight path.	Onların atalarından, soylarından ve kardeşlerinden birçoğunu seçtik ve onlara dosdoğru bir yolda rehberlik ettik.
103.sura.6.titles.74	Abraham Debates\nWith Idol Worshipers 	
103.sura.6.titles.82	Perfect Security for Believers 	
104.page[0]	82	82
104.page[1]	Livestock (Al-An‘ãm) 6:88-96	Çiftlik Hayvanları (El-En’am) 6:88-96
104.sura.6.verses.88	Such is GOD’s guidance, with which He guides whomever He chooses from among His servants. Had any of them fallen into idolatry, their works would have been nullified.	İşte TANRI’nın rehberliği böyledir; O, bununla kulları arasından seçtiği kimseye rehberlik eder. Onlardan herhangi biri putperestliğe düşmüş olsaydı, onların işleri boşa çıkmış olacaktı.
104.sura.6.verses.89	Those were the ones to whom we have given the scripture, wisdom, and prophethood. If these people disbelieve, we will substitute others in their place, and the new people will not be disbelievers.	Onlar, kendilerine kutsal yazı, bilgelik ve peygamberlik verdiğimiz kimselerdir. Eğer bu insanlar inkâr ederlerse, onların yerlerine başkalarını geçiririz ve bu yeni halk inkârcılardan olmayacaklardır.
104.sura.6.verses.90	These are the ones guided by GOD; you shall be guided in their footsteps. Say, “I do not ask you for any wage. This is but a message for all the people.” 	Bunlar, TANRI’nın rehberlik ettiği kimselerdir; sen de onların izlerinde rehberlik edileceksin. De ki: “Sizden herhangi bir ücret istemiyorum. Bu ancak bütün insanlar için bir mesajdır.”
104.sura.6.verses.91	They never valued GOD as He should be valued. Thus, they said, “GOD does not reveal anything to any human being.” Say, “Who then revealed the scripture that Moses brought, with light and guidance for the people?” You put it down on paper to proclaim it, while concealing a lot of it. You were taught what you never knew—you and your parents. Say, “GOD (is the One who revealed it)” then leave them in their heedlessness, playing.	TANRI’ya asla değer verilmesi gerektiği gibi değer vermediler. Böylece “TANRI herhangi bir insana herhangi bir şey vahyetmez” dediler. De ki: “O zaman Musa’nın insanlar için ışık ve rehberlik ile getirdiği kutsal yazıyı kim vahyetti?” Onun büyük bir kısmını gizlerken, onu ilan etmek için kâğıda döküyorsunuz. Size—sizin ve ebeveynlerinizin—hiç bilmediği şeyler öğretildi. De ki: “TANRI’dır (onu vahyeden).” Öyleyse aymazlıkları içinde oynayıp dururken bırak onları.
104.sura.6.verses.92	This too is a blessed scripture that we have revealed, confirming the previous scriptures, that you may warn the most important community* and all those around it. Those who believe in the Hereafter will believe in this (scripture), and will observe the Contact Prayers (Salat).	
104.sura.6.verses.93	Who is more evil than one who fabricates lies and attributes them to GOD, or says, “I have received divine inspiration,” when no such inspiration was given to him, or says, “I can write the same as GOD’s revelations”? If only you could see the transgressors at the time of death! The angels extend their hands to them, saying, “Let go of your souls. Today, you have incurred a shameful retribution for saying about GOD other than the truth, and for being too arrogant to accept His revelations.	Yalanlar uydurup onları TANRI’ya atfeden, ya da kendisine böyle bir ilham verilmediği hâlde “Ben kutsal ilham aldım” diyen, ya da “TANRI’nın vahiylerinin aynısını yazabilirim” diyen kimseden daha kötü kimdir? Haddi aşanları ölüm anında bir görebilseydin! Melekler şöyle söyleyerek ellerini onlara uzatırlar: “Nefislerinizi bırakın. Bugün, TANRI hakkında hakikatin dışında şeyler söylediğiniz için ve O’nun vahiylerini kabul etmeyecek kadar kibirli olduğunuz için utanç verici bir azabı üzerinize çektiniz.”
104.sura.6.verses.94	“You have come back to us as individuals, just as we created you the first time, and you have left behind what we provided for you. We do not see with you the intercessors that you idolized and claimed that they will help you. All ties among you have been severed; the idols you set up have abandoned you.”	“Size sağladıklarımızı geride bıraktınız ve sizi yarattığımız ilk andaki gibi bireyler olarak bize geri döndünüz. Putlaştırdığınız ve size yardım edeceklerini iddia ettiğiniz şefaatçileri de sizinle birlikte görmüyoruz. Aranızdaki tüm bağlar koparılmış olup ileri sürdüğünüz putlar sizi terk etmiştir.”
104.sura.6.verses.95	GOD is the One who causes the grains and the seeds to crack and germinate. He produces the living from the dead, and the dead from the living. Such is GOD; how could you deviate!	Tanelerin ve tohumların çatlayıp filizlenmesine yol açan TANRI’dır. O, ölüden diriyi çıkarır ve diriden ölüyü çıkarır. İşte TANRI böyledir; nasıl sapabilirsiniz!
104.sura.6.verses.96	At the crack of dawn, He causes the morning to emerge. He made the night still, and He rendered the sun and the moon to serve as calculation devices. Such is the design of the Almighty, the Omniscient.	
104.sura.6.titles.91	God’s Messages to the World 	
104.sura.6.titles.93	False Messengers Condemned 	Sahte Elçiler Kınandı
104.sura.6.titles.95	Greatness of God 	Tanrı’nın Büyüklüğü
104.notes.data[0]	*6:92 Today’s “most important community” is America, where God’s message is being restored. When the Quran was revealed, Mecca was the most important community.	*6:92 Bugünün “en önemli topluluğu,” Tanrı’nın mesajının asıl haline getirildiği Amerika’dır. Kuran vahyedildiğinde en önemli topluluk Mekke’ydi.
105.page[0]	Livestock (Al-An‘ãm) 6:97-110	Çiftlik Hayvanları (El-En’am) 6:97-110
105.page[1]	83	83
105.sura.6.verses.97	And He is the One who made the stars to guide you during the darkness, on land and on sea. We thus clarify the revelations for people who know.	Ve karada ve denizde, karanlıkta size yol göstermek için yıldızları yapan O’dur. Biz böylece bilen halk için vahiyleri açıklığa kavuştururuz.
105.sura.6.verses.98	He initiated you from one person, and decided your path, as well as your final destiny. We thus clarify the revelations for people who understand.	O, sizi tek bir kişiden başlattı ve yolunuza, aynı zamanda son kaderinize karar verdi. Biz böylece anlayan halk için vahiyleri açıklığa kavuştururuz.
105.sura.6.verses.99	He is the One who sends down from the sky water, whereby we produce all kinds of plants. We produce from the green material multitudes of complex grains, palm trees with hanging clusters, and gardens of grapes, olives and pomegranate; fruits that are similar, yet dissimilar. Note their fruits as they grow and ripen. These are signs for people who believe.	Her türden bitkiyi bitirdiğimiz suyu gökyüzünden indiren O'dur. Biz yeşil maddeden çok sayıda kompleks tanecikler, sarkık salkımları olan hurma ağaçları ve üzüm, zeytin ve nar bahçeleri üretiriz; meyveler birbirine benzer yine de birbirinden farklıdır. Büyürken ve olgunlaşırken meyvelerine dikkat edin. Bunlar, inanan halk için işaretlerdir.
105.sura.6.verses.100	Yet, they set up besides GOD idols from among the jinns, though He is the One who created them. They even attribute to Him sons and daughters, without any knowledge. Be He glorified. He is the Most High, far above their claims.	Yine de TANRI’nın dışında, cinlerin arasından putlar edinirler, oysa onları da yaratan O'dur. Hatta onlar hiçbir bilgileri olmadan O’na oğullar ve kızlar isnat ederler. O’na yücelik olsun. O, Yüceler Yücesidir ve onların iddialarının çok üstündedir.
105.sura.6.verses.101	The Initiator of the heavens and the earth. How can He have a son, when He never had a mate? He created all things, and He is fully aware of all things.	
105.sura.6.verses.102	Such is GOD your Lord, there is no god except He, the Creator of all things. You shall worship Him alone. He is in control of all things.	
105.sura.6.verses.103	No visions can encompass Him, but He encompasses all visions. He is the Compassionate, the Cognizant.	Hiçbir bakış O’nu kuşatamaz, fakat O bütün bakışları kuşatır. O Şefkatlidir, Haberdardır.
105.sura.6.verses.104	Enlightenments have come to you from your Lord. As for those who can see, they do so for their own good, and those who turn blind, do so to their own detriment. I am not your guardian.	Size Rabbinizden aydınlanmalar gelmiştir. Görebilenlere gelince, onlar kendi iyilikleri için görürler ve körleşenler ise bunu kendi zararlarına yaparlar. Ben sizin bekçiniz değilim.
105.sura.6.verses.105	We thus explain the revelations, to prove that you have received knowledge, and to clarify them for people who know.	
105.sura.6.verses.106	Follow what is revealed to you from your Lord, there is no god except He, and disregard the idol worshipers.	Rabbinden sana vahyedilene uy, O’ndan başka tanrı yoktur; puta tapanları görmezden gel.
105.sura.6.verses.107	Had GOD willed, they would not have worshiped idols. We did not appoint you as their guardian, nor are you their advocate.	TANRI irade etmiş olsaydı onlar putlara tapmazlardı. Biz seni onların bekçisi olarak tayin etmedik, sen onların savunucusu da değilsin.
105.sura.6.verses.108	Do not curse the idols they set up beside GOD, lest they blaspheme and curse GOD, out of ignorance. We have adorned the works of every group in their eyes. Ultimately, they return to their Lord, then He informs them of everything they had done.	Cehaletten TANRI’ya saygısızlık edip sövmesinler diye TANRI’nın yanında edindikleri putlara sövmeyin.  Biz her grubun işlerini kendi gözlerinde süsledik. En nihayetinde onlar Rablerine geri dönerler, sonra da O, yapmış oldukları her şeyi onlara haber verir.
